,xcoord,ycoord,zcoord
906,-60.21,38.84,-61.22
907,-59.14,33.27,-65.24
908,-61.83,28.36,-67.46
909,-59.39,23.09,-70.02
910,-61.28,16.83,-71.67
911,-59.44,10.72,-73.38
912,-61.11,3.45,-74.02
913,-51.75,2.37,64.55
914,-53.91,8.08,64.04
915,-51.26,13.18,63.47
916,-54.86,20.2,61.74
917,-52.16,23.63,60.77
918,-54.82,27.84,58.99
919,-53.58,33.06,56.51
920,-55.56,37.65,53.87
921,-53.3,42.73,50.32
922,-55.31,47.05,46.57
923,-52.86,50.98,42.59
924,-55.69,54.37,38.68
925,-53.17,57.71,33.86
926,-55.3,60.8,28.68
927,-52.67,62.89,24.65
928,-55.3,64.74,19.93
929,-53.83,66.58,14.43
930,-54.87,67.84,8.72
931,-53.58,68.84,2.83
932,-55.73,69.24,-1.98
933,-53.26,69.5,-7.89
934,-55.43,68.83,-13.27
935,-54.06,67.97,-19.27
936,-56.09,66.39,-24.44
937,-54.58,64.59,-30.01
938,-55.83,62.52,-34.46
939,-54.12,59.83,-39.47
940,-56.27,56.16,-44.61
941,-54.31,52.65,-49.21
942,-55.97,49.02,-52.97
943,-54.49,44.19,-57.61
944,-56.44,38.97,-61.84
945,-54.9,34.16,-65.2
946,-57.12,28.67,-68
947,-55.31,22.34,-70.84
948,-56.9,16.38,-72.62
949,-55.34,9.18,-74.3
950,-57.29,3.26,-74.67
951,-47.66,2.33,64.73
952,-50.04,7.8,64.25
953,-47.25,13.93,63.6
954,-50.06,18.55,62.4
955,-48.21,24.05,60.63
956,-50.68,29.43,58.5
957,-49.2,34.16,56.14
958,-51.45,38.33,53.51
959,-49.06,42.27,50.78
960,-51.07,47.02,46.75
961,-49.12,51.37,42.47
962,-51.41,55.03,38.03
963,-48.15,57.75,34.17
964,-50.87,60.18,30.03
965,-48.83,63.12,24.51
966,-51.01,65.19,19.29
967,-49.12,66.76,14.28
968,-51.02,68.02,8.55
969,-49.08,69.2,3.12
970,-51.07,69.48,-2.09
971,-49.32,69.59,-8.01
972,-51.38,69,-14.19
973,-49.74,68.15,-19.79
974,-51.92,66.56,-24.95
975,-50.23,64.96,-30.06
976,-51.22,62.44,-35.34
977,-49.35,59.91,-40.04
978,-52.27,56.99,-44.17
979,-50.51,53.33,-48.87
980,-51.81,48.17,-54.24
981,-50.07,44.24,-58.38
982,-52.17,39.83,-61.77
983,-51.04,33.64,-66.1
984,-52.9,28.15,-68.83
985,-51.06,22.36,-71.33
986,-52.89,15.88,-73.26
987,-51.19,9.33,-74.73
988,-52.5,2.95,-75.05
989,-43.62,2.74,64.88
990,-46.26,8.07,64.36
991,-43.25,12.94,63.84
992,-45.98,19.38,62.32
993,-44.19,24.67,60.6
994,-46.54,29.18,58.66
995,-44.35,33.24,56.79
996,-46.67,37.7,54.04
997,-45.32,42.97,50.36
998,-47.29,47.02,46.83
999,-44.8,50.66,43.28
1000,-46.96,54.52,38.75
1001,-43.92,57.61,34.57
1002,-46.61,60.69,29.28
1003,-44.63,63.47,23.9
1004,-46.48,65.37,18.98
1005,-44.39,67.02,14
1006,-46.73,68,9.3
1007,-45.08,69.2,3.55
1008,-46.94,69.81,-2.56
1009,-45.27,69.77,-8.64
1010,-47.47,69.23,-13.82
1011,-45.56,68.49,-19.16
1012,-47.5,66.98,-24.89
1013,-45.74,65.51,-29.67
1014,-47.25,63.1,-34.67
1015,-45.38,60.16,-40.08
1016,-47.92,56.72,-45.04
1017,-45.63,53.37,-49.42
1018,-48.3,50.04,-52.74
1019,-45.75,42.58,-60.23
1020,-48.59,38.45,-63.28
1021,-46.53,33.53,-66.78
1022,-48.52,28.39,-69.15
1023,-46.89,22.56,-71.86
1024,-48.85,16.33,-73.66
1025,-47.16,9.95,-75.13
1026,-47.88,3.18,-75.76
1027,-39.54,2.93,64.91
1028,-42.05,7.94,64.46
1029,-39.12,13.2,63.91
1030,-42.07,18.25,62.66
1031,-40.44,23.14,61.24
1032,-41.71,29.3,58.79
1033,-40.22,34.49,56.3
1034,-42.86,38.71,53.33
1035,-41.29,43.56,49.96
1036,-42.85,47.46,46.46
1037,-39.9,51.29,42.74
1038,-42.72,53.9,39.41
1039,-40.19,58.16,33.87
1040,-42.71,60.97,29.24
1041,-40.4,63.31,24.67
1042,-41.92,65.45,19.05
1043,-40.29,67.38,13.65
1044,-42.39,68.55,8.05
1045,-40.71,69.6,2.18
1046,-43.1,69.83,-2.64
1047,-41.19,70.01,-8.44
1048,-42.99,69.46,-14.17
1049,-40.77,68.96,-18.94
1050,-43.06,67.59,-23.69
1051,-41.94,65.81,-29.44
1052,-43.17,63.13,-35.19
1053,-41.37,60.61,-39.77
1054,-43.77,57.09,-44.9
1055,-41.33,53.15,-49.86
1056,-43.04,49.69,-53.75
1057,-41.67,44.13,-59.31
1058,-43.93,38.53,-63.75
1059,-42.27,33.45,-67.36
1060,-44.16,27.98,-70.02
1061,-42.32,22.83,-72.27
1062,-44.6,16.95,-73.97
1063,-43.1,10.4,-75.56
1064,-43.69,3.4,-76.18
1065,-35.38,3.17,65.23
1066,-37.56,8.08,64.66
1067,-35.22,13.75,63.87
1068,-37.82,18.63,62.71
1069,-35.65,23.2,61.42
1070,-38.22,27.68,59.68
1071,-36.53,32.92,57.23
1072,-38.64,38.53,53.6
1073,-37.48,42.96,50.73
1074,-38.7,47.76,46.5
1075,-35.65,51.36,42.88
1076,-38.86,55.12,38.42
1077,-35.73,58.49,33.89
1078,-38.14,60.96,29.54
1079,-36,63.45,24.92
1080,-38.03,65.54,19.62
1081,-36.49,67.54,13.71
1082,-38.29,68.77,7.9
1083,-36.59,69.76,2.23
1084,-38.81,70.15,-3.54
1085,-36.45,70.33,-8.48
1086,-38.63,69.95,-13.32
1087,-36.76,69.17,-18.95
1088,-39.17,67.46,-25.03
1089,-37.11,66.01,-30.01
1090,-39.14,63.82,-34.12
1091,-37.7,60.29,-40.89
1092,-39.83,56.93,-45.15
1093,-37.57,53.24,-50.21
1094,-39.66,47.92,-55.87
1095,-37.31,43.77,-60.28
1096,-40.02,39.71,-63.28
1097,-38.41,35.28,-66.66
1098,-39.59,28.93,-70.15
1099,-38.22,23.2,-72.56
1100,-40.51,16.67,-74.47
1101,-39.25,9.84,-76.02
1102,-39.99,2.72,-76.56
1103,-31.64,3.08,65.33
1104,-33.48,8.55,64.82
1105,-31.22,13.67,64.11
1106,-33.49,19.07,62.7
1107,-31.32,24.53,61.18
1108,-34.25,28.77,59.41
1109,-31.21,34.98,56.38
1110,-34.3,36.49,55.16
1111,-31.63,45.58,48.97
1112,-34.83,46.97,47.28
1113,-32.29,51.03,43.69
1114,-34.99,55.19,38.4
1115,-31.22,58.31,34.56
1116,-33.53,61.09,29.85
1117,-32.04,63.79,24.31
1118,-34.18,65.95,19.24
1119,-32.62,67.82,13.46
1120,-34.28,69.16,7.66
1121,-32.11,70.09,2.63
1122,-34.48,70.37,-2.57
1123,-32.55,70.64,-8.41
1124,-34.22,70.14,-14.43
1125,-32.36,69.37,-19.56
1126,-35.27,68.06,-24.17
1127,-33.13,66.66,-28.83
1128,-35.79,63.23,-36.24
1129,-33.6,60.83,-40.96
1130,-35.77,57,-45.82
1131,-33.21,54.21,-50.05
1132,-36.35,49.74,-54.4
1133,-33.96,45.6,-59.11
1134,-35.15,39.74,-63.92
1135,-34.1,35.48,-67.08
1136,-35.98,29.95,-69.98
1137,-34.05,24.01,-72.68
1138,-36.46,17.62,-74.59
1139,-35.63,11.4,-76.12
1140,-36.06,3.5,-76.93
1141,-27.49,3.08,65.48
1142,-29.46,8.35,65.1
1143,-27.32,13.32,64.42
1144,-29.6,18.95,63.01
1145,-27.98,24.57,61.46
1146,-30.73,30.07,59.11
1147,-27.27,32.37,58.09
1148,-27.95,37.6,55.07
1149,-27.36,43.52,50.75
1150,-29.24,48.45,46.5
1151,-28.41,52.6,42.23
1152,-31.11,55.1,39.01
1153,-27.6,58.74,34.31
1154,-29.77,61.7,29.05
1155,-28.03,64.53,23.62
1156,-30.08,66.22,18.73
1157,-28.15,67.9,14.16
1158,-30.07,69.14,8.81
1159,-28.31,70.19,3.12
1160,-30.32,70.66,-3.23
1161,-28.11,70.95,-8.74
1162,-30.32,70.48,-13.63
1163,-28.34,69.76,-19.07
1164,-30.61,68.31,-24.6
1165,-28.82,66.7,-30.5
1166,-30.17,63.23,-37.57
1167,-28.92,60.57,-42.39
1168,-31.77,58.18,-45.28
1169,-29.36,54.22,-50.65
1170,-32.51,50.2,-54.77
1171,-27.36,45.63,-59.92
1172,-30.57,39.29,-64.74
1173,-29.82,34.1,-68.29
1174,-31.92,29.2,-70.67
1175,-29.28,24.08,-73.26
1176,-32.06,18.73,-74.52
1177,-28.41,9.91,-76.88
1178,-32.67,4.76,-77.28
1179,-23.57,2.83,65.71
1180,-25.31,8.29,65.22
1181,-23.61,13.94,64.55
1182,-25.97,18.92,63.21
1183,-23.47,22.84,62.28
1184,-25.46,27.97,60.21
1185,-23.88,34.34,57.21
1186,-24.47,39.43,54.06
1187,-23.53,44.11,50.79
1188,-25.64,47.81,47.17
1189,-24.53,51.73,43.59
1190,-26.37,55.66,38.68
1191,-23.88,59.51,33.57
1192,-26.15,62.16,28.98
1193,-23.72,64.29,24.65
1194,-25.59,66.26,19.53
1195,-24.25,68.18,14.11
1196,-25.95,69.41,8.56
1197,-24.19,70.47,2.9
1198,-26.54,71.08,-2.6
1199,-24.23,71.16,-7.99
1200,-25.96,70.73,-14.31
1201,-24.42,69.73,-20.55
1202,-26.83,68.44,-25.29
1203,-24.14,66.81,-30.76
1204,-26.92,65.03,-34.51
1205,-25.66,62.07,-40.54
1206,-27.35,57.13,-47.55
1207,-24.24,54.65,-50.86
1208,-25.72,51.05,-54.68
1209,-24.2,45.36,-60.42
1210,-26.87,39.77,-64.71
1211,-25.2,35.47,-67.76
1212,-27.33,29.65,-70.84
1213,-25.2,22.72,-73.95
1214,-27.91,17.78,-75.23
1215,-25.28,11.74,-76.93
1216,-29.19,3.21,-77.6
1217,-19.42,3.59,65.86
1218,-21.54,8.3,65.49
1219,-19.68,12.98,64.92
1220,-21.29,18.47,63.62
1221,-19.71,24.68,61.88
1222,-21.73,28.81,60.03
1223,-20.37,33.72,57.75
1224,-20.92,38.97,54.52
1225,-19.78,43.98,51.1
1226,-21.45,48.07,47.4
1227,-21.03,52.29,43.2
1228,-22.82,55.94,38.74
1229,-20.05,57.78,36.55
1230,-21.76,61.94,29.77
1231,-19.96,64.39,24.83
1232,-21.61,66.69,19.35
1233,-20.14,68.59,13.72
1234,-21.99,69.76,8.52
1235,-20.06,70.65,2.94
1236,-22.33,71.07,-2.53
1237,-20.21,71.35,-8.4
1238,-22.41,70.93,-13.87
1239,-20.97,70.14,-19.72
1240,-22.78,68.38,-26.38
1241,-19.28,67.5,-29.39
1242,-23.13,64.05,-37.02
1243,-20.73,61.78,-40.94
1244,-20.87,58.17,-46.41
1245,-20.42,54.4,-51.19
1246,-22.06,50.1,-55.77
1247,-20.56,45.87,-60.1
1248,-22.89,40.53,-64.55
1249,-21.13,35.16,-68.17
1250,-23.79,29.7,-70.99
1251,-21.37,24.82,-73.3
1252,-23.28,17.44,-75.7
1253,-19.65,12.31,-76.95
1254,-25.06,2.52,-78
1255,-15.61,2.65,66.15
1256,-17.02,8.19,65.79
1257,-16.22,14.3,64.87
1258,-17.93,19.49,63.55
1259,-15.88,24.51,62.03
1260,-17.35,29.51,59.89
1261,-16.73,34.59,57.44
1262,-17.42,39.42,54.5
1263,-15.36,43.3,51.86
1264,-17.4,47.2,48.34
1265,-14.17,52.32,43.55
1266,-17.64,55.55,39.51
1267,-15.48,59.72,34.01
1268,-18.64,60.79,32
1269,-14.71,65.32,23.12
1270,-17.92,66.47,20.15
1271,-16.62,68.4,14.36
1272,-17.69,70.03,7.83
1273,-15.92,71.04,1.58
1274,-18.37,71.28,-3.02
1275,-16.38,71.44,-9.31
1276,-18.47,71.01,-14.62
1277,-16.36,70.28,-19.39
1278,-18.84,69.26,-23.92
1279,-15.71,66.89,-30.71
1280,-16.87,64.45,-36.23
1281,-17.42,61.89,-41.03
1282,-17.08,58.31,-46.37
1283,-16.37,54.59,-51.23
1284,-18.14,50.57,-55.49
1285,-16.87,45.61,-60.44
1286,-19.14,40.52,-64.56
1287,-16.96,35.79,-67.96
1288,-19.35,30.24,-71.02
1289,-17,24.03,-73.71
1290,-19.65,18.94,-75.47
1291,-16.2,12.09,-77.23
1292,-16.65,4.55,-78.2
1293,-12.07,3.27,66.14
1294,-13.57,9.24,65.74
1295,-11.89,13.86,65.06
1296,-14.07,18.79,63.91
1297,-12.31,23.91,62.34
1298,-13.51,29.44,60.11
1299,-13.29,34.64,57.56
1300,-13.14,39.62,54.5
1301,-11.53,44.62,50.85
1302,-13.97,48.18,47.65
1303,-10.92,52.22,43.81
1304,-14.42,56.44,38.66
1305,-11.48,59.59,34.42
1306,-13.32,62.39,29.62
1307,-11.17,65.15,24.12
1308,-13.7,67.52,17.52
1309,-11.75,68.9,13.17
1310,-14.37,69.96,8.56
1311,-12.37,70.93,3.07
1312,-14.28,71.38,-4.28
1313,-11.66,71.51,-8.65
1314,-14.1,71.03,-14.07
1315,-12.64,70.14,-20.37
1316,-14.93,68.89,-25.43
1317,-12.19,66.93,-30.82
1318,-13.5,64.34,-37.01
1319,-12.26,61.73,-41.7
1320,-13.96,59.26,-45.26
1321,-13.18,53.94,-52.22
1322,-14.35,49.39,-57.08
1323,-12.51,45.14,-61.13
1324,-15.18,41.02,-64.44
1325,-13.13,35.52,-68.45
1326,-15.51,29.78,-71.41
1327,-12.89,24.11,-73.91
1328,-15.18,18.14,-75.79
1329,-12.49,11.13,-77.71
1330,-13.7,3.69,-78.3
1331,-7.78,3.21,66.33
1332,-9.88,7.63,65.97
1333,-8.13,12.44,65.49
1334,-10.22,18.79,63.92
1335,-8.75,24.69,62.17
1336,-9.96,29.64,60.06
1337,-6.38,34.11,58.05
1338,-9.65,39.92,54.48
1339,-7.38,43.8,51.65
1340,-9.82,48.01,48.03
1341,-7.36,52.21,43.98
1342,-10.87,56.16,39.19
1343,-7.72,59.68,34.53
1344,-9.61,62.62,29.51
1345,-7.28,64.8,25.31
1346,-9.73,67.01,19.3
1347,-7.86,68.72,14.39
1348,-9.88,70.17,8.06
1349,-8.09,71.14,2.63
1350,-10.61,71.46,-2.29
1351,-8.07,71.65,-8.79
1352,-10.34,71.04,-14.99
1353,-8.63,70.19,-20.59
1354,-10.85,68.87,-25.69
1355,-8.17,67.14,-30.81
1356,-10.01,65.01,-35.91
1357,-8.08,62.54,-40.47
1358,-8.94,59.44,-45.3
1359,-8.21,54.09,-52.12
1360,-10.72,50.46,-56.2
1361,-8.95,46.16,-60.37
1362,-11.24,40.37,-65.2
1363,-8.94,34.93,-68.88
1364,-11.4,30.15,-71.23
1365,-9.22,24.25,-73.99
1366,-11.25,17.45,-76.28
1367,-8.84,10.94,-77.64
1368,-10.17,3.63,-78.39
1369,-3.87,3.38,66.45
1370,-5.39,8.22,66.02
1371,-4.12,13.6,65.37
1372,-7.13,17.82,64.31
1373,-2.74,26.33,61.88
1374,-6.12,29.34,60.4
1375,-3.04,35.89,57.2
1376,-5.89,39.41,54.91
1377,-3.78,44.59,51.2
1378,-6.03,48.36,47.95
1379,-3.65,52.18,44.18
1380,-3.96,56.1,39.62
1381,-3.6,59.44,35.19
1382,-5.54,62.07,30.6
1383,-3.68,64.9,25.08
1384,-5.99,67.08,19.83
1385,-3.87,68.94,14.37
1386,-6.2,70.06,9.14
1387,-4.5,71.15,3.15
1388,-6.61,71.59,-3.31
1389,-4.13,71.75,-8.94
1390,-6.47,71.26,-14.84
1391,-4.6,70.54,-20.18
1392,-6.64,69.02,-25.82
1393,-4.06,67.32,-30.97
1394,-5.76,64.91,-36.03
1395,-4.24,62.01,-41.41
1396,-5.54,58.56,-46.61
1397,-4.9,54.73,-51.41
1398,-6.72,49.93,-56.52
1399,-5.45,44.23,-62.08
1400,-7.8,40.58,-65.17
1401,-4.95,36.34,-68.26
1402,-7.07,29.9,-71.64
1403,-5.11,24.13,-74.21
1404,-7.48,18.27,-76.17
1405,-5.28,10.94,-77.73
1406,-6.72,3.84,-78.45
1407,-0.07,3.42,66.49
1408,-1.53,8.89,66.01
1409,-0.25,14.62,65.31
1410,-3.1,18.79,64.16
1411,1.12,26.27,62.01
1412,-2.03,30.87,59.89
1413,0.54,35.07,57.98
1414,-2.01,40.73,54.26
1415,0.17,45.06,51
1416,-1.92,48.71,47.87
1417,0.08,52.94,43.67
1418,-0.19,56.39,39.42
1419,0.2,59.73,34.82
1420,-1.85,62.61,30.11
1421,0.15,65.37,24.76
1422,-2.07,67.22,19.72
1423,-0.04,69.08,14.16
1424,-2.27,70.39,8.54
1425,-0.43,71.33,2.62
1426,-2.73,71.81,-2.5
1427,-0.53,71.82,-8.15
1428,-2.41,71.32,-14.78
1429,-0.34,70.59,-20.46
1430,-2.7,69.3,-25.42
1431,-0.47,67.41,-31.19
1432,-1.95,64.88,-36.9
1433,-0.24,61.9,-42.15
1434,-1.98,58.78,-46.58
1435,-0.19,55.52,-50.79
1436,-2.14,52.02,-54.51
1437,-0.47,45.42,-61.15
1438,-2.83,40.78,-64.94
1439,-0.89,35.59,-68.7
1440,-3.36,30.62,-71.35
1441,-1.52,24.19,-74.29
1442,-3.77,17.07,-76.35
1443,-1.46,9.61,-77.9
1444,-3.18,3.4,-78.57
1445,3.76,3.87,66.57
1446,1.89,9.46,66.09
1447,4.26,13.8,65.55
1448,2.66,18.3,64.49
1449,4.04,24.69,62.57
1450,2.51,31.49,59.9
1451,5.23,34.13,58.46
1452,1.51,40.07,54.78
1453,3.41,45.41,50.89
1454,2.1,49.71,47.11
1455,4.21,52.82,43.85
1456,3.46,56.36,39.58
1457,4.09,59.72,34.91
1458,1.94,62.75,29.89
1459,3.97,65.27,25.06
1460,1.78,67.43,19.56
1461,3.76,69.23,13.89
1462,1.53,70.33,8.4
1463,3.51,71.4,3.27
1464,1.6,71.85,-2.79
1465,3.2,71.99,-9.42
1466,1.27,71.46,-14.76
1467,3.81,70.61,-20.49
1468,1.3,69.29,-25.93
1469,3.48,67.54,-31.42
1470,1.64,64.95,-36.61
1471,3.38,62.21,-41.81
1472,2.44,58.75,-46.97
1473,3.31,54.28,-52.5
1474,1.43,50.36,-56.69
1475,3.32,47.05,-59.98
1476,1.08,41.32,-64.74
1477,2.81,36.07,-68.33
1478,0.59,29.73,-71.83
1479,2.19,23.16,-74.54
1480,-0.3,17.23,-76.46
1481,1.93,10.15,-77.76
1482,0.92,2.78,-78.56
1483,8.13,2.42,66.77
1484,5.73,8.05,66.37
1485,7.93,15.75,65.31
1486,6,20.38,64.09
1487,8.46,24.79,62.55
1488,6.3,28.76,60.96
1489,8.57,33.79,58.59
1490,7.55,39.44,55.41
1491,9.64,44.9,51.24
1492,6.3,49.22,47.5
1493,8.05,52.78,44.03
1494,6.98,56.56,39.39
1495,8.14,59.87,34.88
1496,5.77,62.55,30.59
1497,7.53,65.16,25.29
1498,5.51,67.55,19.65
1499,7.59,68.9,15.05
1500,5.83,70.35,8.89
1501,7.21,71.48,2.76
1502,5.16,71.78,-3.21
1503,7.02,71.93,-8.82
1504,5.35,71.52,-15.04
1505,8.01,70.74,-20.2
1506,5.28,69.38,-25.75
1507,7.37,67.62,-31.17
1508,5.64,65.25,-36.4
1509,7.01,62.51,-41.57
1510,5.78,58.39,-47.59
1511,7.39,54.87,-51.73
1512,5.86,51.21,-55.83
1513,6.64,45.28,-61.63
1514,4.8,41.16,-64.9
1515,6.74,35.95,-68.63
1516,4.21,30.21,-71.57
1517,5.82,24.84,-73.92
1518,3.67,16.9,-76.53
1519,5.47,9.27,-77.95
1520,4.9,3.1,-78.5
1521,12.82,2.84,66.62
1522,8.53,10.25,66.11
1523,11.76,15,65.31
1524,10.2,19.98,64.1
1525,12.49,24.67,62.59
1526,10.49,29.3,60.72
1527,12.12,34.44,58.15
1528,10.59,39.46,55.32
1529,12.87,44.05,51.98
1530,10.22,49.27,47.51
1531,12.28,52.79,43.74
1532,10.42,56.1,40.14
1533,11.69,59.56,35.37
1534,9.54,62.78,30.01
1535,11.74,65.05,25.44
1536,9.48,66.98,20.68
1537,11.23,68.98,14.62
1538,9.47,70.45,8.8
1539,11.09,71.35,2.96
1540,9.04,71.94,-2.92
1541,11.31,71.86,-8.38
1542,9.28,71.59,-14.07
1543,11.62,70.48,-20.43
1544,9.18,69.33,-25.84
1545,11.18,67.3,-31.44
1546,9.5,65.02,-36.63
1547,11.26,62.23,-41.47
1548,9.33,59.4,-45.87
1549,11.38,56.4,-49.61
1550,8.87,48.94,-58.05
1551,11.52,45.75,-60.88
1552,9.06,41.15,-64.74
1553,10.26,35.58,-68.78
1554,8.17,30.07,-71.6
1555,9.7,22.44,-74.66
1556,6.89,17.83,-76.19
1557,8.75,10.26,-77.63
1558,9.2,1.86,-78.55
1559,16.51,3.75,66.71
1560,13.65,10.81,66.13
1561,16.53,14.97,65.31
1562,14.23,19.23,64.34
1563,15.95,24.65,62.56
1564,14.25,30.13,60.41
1565,16.08,34.95,57.95
1566,14.16,39.23,55.41
1567,16.38,44.14,51.91
1568,13.73,48.45,48.17
1569,15.76,52.54,44.04
1570,14.08,56.68,39.3
1571,15.75,59.95,34.63
1572,13.29,62.42,30.64
1573,15.36,64.94,25.58
1574,13.34,67.38,19.75
1575,14.99,69.09,14.07
1576,13.34,70.4,8.67
1577,15.08,71.33,2.59
1578,13.03,71.77,-2.95
1579,15.44,71.69,-8.59
1580,13.06,71.43,-14.17
1581,15.16,70.39,-20.19
1582,13.2,68.91,-26.29
1583,15.38,67.06,-31.18
1584,13.4,64.8,-36.25
1585,14.64,61.45,-42.24
1586,14.28,58.18,-46.98
1587,15.45,54.14,-51.75
1588,13.76,50.31,-56.25
1589,14.96,45.52,-60.83
1590,12.76,40.53,-65.13
1591,15.19,36.54,-67.63
1592,13.29,32,-70.53
1593,16.02,26.12,-73.08
1594,14.39,14.55,-76.7
1595,16.16,9.44,-77.6
1596,14.23,2.67,-78.24
1597,20.14,3.54,66.61
1598,16.66,8.42,66.3
1599,19.63,13.48,65.59
1600,18.26,20.02,64.13
1601,19.79,25.24,62.31
1602,17.82,29.84,60.49
1603,19.75,34.46,58.19
1604,17.92,39.89,54.98
1605,19.96,44.82,51.27
1606,17.29,48.55,48
1607,19.35,52.5,43.94
1608,17.64,56.34,39.64
1609,19.59,59.11,35.64
1610,17.49,62.58,30.15
1611,19.17,64.92,25.35
1612,16.76,67.07,19.98
1613,18.73,69.09,13.35
1614,17.23,70.45,8.34
1615,19.01,71.11,2.85
1616,17.05,71.68,-3.28
1617,19.83,71.63,-8.78
1618,17.03,71.22,-14.2
1619,19.08,70.34,-20.06
1620,17.2,68.91,-25.63
1621,18.99,66.93,-31.33
1622,16.93,64.24,-37.16
1623,18.7,61.43,-41.81
1624,18.17,58.1,-46.67
1625,18.97,54.1,-51.5
1626,17.41,49.68,-56.44
1627,18.84,45.06,-60.93
1628,17.26,41.02,-64.5
1629,19.32,35.85,-67.97
1630,17.77,30.86,-70.78
1631,20.27,25.36,-73.08
1632,17.8,19.82,-75.18
1633,20.3,9.05,-77.37
1634,18.48,2.89,-78.13
1635,23.75,3.66,66.48
1636,21.05,8.62,66.19
1637,23.26,14.43,65.32
1638,21.57,19.48,64.22
1639,23.32,24.31,62.61
1640,21.98,29.95,60.53
1641,23.4,35.12,57.71
1642,21.21,39.45,55.17
1643,23.39,43.5,52.19
1644,21.27,48.84,47.73
1645,23.3,52.35,44.23
1646,21.6,55.92,39.99
1647,23.42,59.57,35.06
1648,21.12,62.06,30.93
1649,23.46,64.06,27.1
1650,20.15,67.58,18.67
1651,23.27,68.99,14.03
1652,21.56,70.06,9.14
1653,22.53,71.04,3.16
1654,21.06,71.66,-2.95
1655,23.59,71.59,-8.29
1656,21.03,71.13,-14.61
1657,23.31,70.19,-20.13
1658,20.96,68.85,-25.49
1659,22.87,66.94,-30.67
1660,20.83,64.5,-36.23
1661,22.49,61.26,-41.77
1662,21.85,57.71,-46.79
1663,22.6,53.74,-51.58
1664,21,49.83,-56.26
1665,22.79,45.72,-60.16
1666,21.69,40.87,-64.28
1667,23.19,35.93,-67.64
1668,22.24,30.24,-70.86
1669,24.82,24.5,-73.19
1670,22.26,19.93,-74.9
1671,24.78,8.55,-77.26
1672,22.58,2.92,-77.9
1673,27.22,3.59,66.56
1674,24.88,9.13,66.17
1675,27.06,14.04,65.37
1676,25.54,19.36,64.24
1677,27.12,24.56,62.62
1678,25.27,29.46,60.52
1679,26.91,34.64,57.97
1680,25.37,39.77,54.95
1681,27.26,44.33,51.53
1682,24.81,47.64,48.76
1683,26.77,51.09,45.42
1684,25.04,56.13,39.9
1685,26.93,59.25,35.47
1686,26.03,62.31,30.66
1687,26.9,65.27,24.43
1688,25.32,67.6,18.26
1689,27.56,69.01,13.41
1690,25.44,70.32,8.17
1691,26.95,71.06,2.69
1692,25.2,71.5,-2.22
1693,27.16,71.47,-8.74
1694,24.71,70.93,-14.54
1695,27.53,70.22,-19.06
1696,25.03,68.8,-25.06
1697,26.57,66.87,-30.48
1698,24.41,64.35,-36.08
1699,25.83,61.29,-41.2
1700,25.49,57.12,-47.19
1701,27.05,53.57,-51.22
1702,24.83,50.16,-55.37
1703,26.35,45.29,-60.03
1704,25.73,40.66,-64.09
1705,27.56,35.78,-67.46
1706,26.01,30.73,-70.43
1707,28.05,23.7,-73.34
1708,27.3,17.34,-75.37
1709,28.74,10.45,-76.62
1710,26.93,3.08,-77.4
1711,30.76,3.51,66.43
1712,28.73,8.92,66.11
1713,30.7,14.26,65.3
1714,29.17,19.86,64.05
1715,31.12,24.85,62.38
1716,28.95,29.7,60.5
1717,30.54,34.99,57.89
1718,29.09,39.49,55.07
1719,30.84,43.71,52.11
1720,29.44,48.18,48.15
1721,31.49,52.15,44.26
1722,29.97,57.45,37.81
1723,31.38,60.23,33.76
1724,29.35,62.6,29.82
1725,31.19,64.72,25.57
1726,28.77,66.76,20.53
1727,31.04,68.63,14.69
1728,29.46,70.08,8.19
1729,31.11,70.87,2.99
1730,29.11,71.36,-3.3
1731,31.2,71.37,-8.94
1732,29.25,71,-14.22
1733,31.5,69.81,-20.65
1734,28.79,68.66,-24.79
1735,30.58,66.89,-29.82
1736,28.2,64.51,-35.37
1737,29.45,61.79,-40.03
1738,28.63,58.28,-45.4
1739,30.94,52.91,-51.87
1740,28.63,49.34,-55.89
1741,30.47,45.32,-59.81
1742,29.74,40.93,-63.72
1743,31.28,35.28,-67.44
1744,29.95,29.47,-70.76
1745,32.32,23.86,-72.99
1746,30.87,17.68,-74.85
1747,32.05,10.49,-76.41
1748,30.75,3.26,-77.18
1749,34.39,3.32,66.32
1750,32.51,8.91,66.15
1751,34.57,13.99,65.17
1752,32.84,19.2,64.06
1753,34.93,23.89,62.59
1754,32.61,29.67,60.49
1755,33.84,35.45,57.66
1756,33.32,40.35,54.45
1757,34.98,44.49,51.24
1758,32.86,48.26,48.02
1759,35.65,51.99,44.2
1760,32.88,55.24,40.54
1761,34.56,58.86,35.45
1762,33.82,62.54,29.54
1763,35.18,65.26,24.16
1764,32.68,66.73,20.3
1765,34.12,68.6,14.5
1766,33.32,70,8.07
1767,35.56,70.73,2.61
1768,32.71,71.19,-2.48
1769,35.11,71.15,-8.05
1770,33.23,70.91,-14.32
1771,35.04,69.88,-19.62
1772,33.52,68.16,-26.06
1773,35.55,66.65,-30.23
1774,32.12,64.77,-34.3
1775,37.25,61.13,-40.69
1776,31.62,56.33,-47.59
1777,34.94,53.54,-50.99
1778,32.9,49.15,-55.83
1779,34.3,44.78,-60.13
1780,33.64,39.93,-64.25
